Table 1.  Disease-modifying drugs in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,
,NCT02590874,P4,MCI,19,Weeks 0 and 16,Change in scores for the Repeatable Battery for Neuropsychological Status (RBANS) from baseline to 16 weeks.; Evaluation of the relative dominance of the verbal-reading system from baseline at 16 weeks through the Stroop Color and Word Test,,2015,2018; Completed,,,
,NCT02857244,P2,PD,0,"From baseline to completion of drug regiment (4 w of duloxetine, 2 w of duloxetine & donepezil, 2 w & 3 d modafinil)",Freezing of Gait; Change in anxiety; Change in cognition; Change in symptom score/severity; Change in sleep quality; Change in quality of life,,2016,2017; Withdrawn,,,
Rifampicin,NCT04070495,P1,PD,20,Starting 24 hours before intake of KW-6356 and continued until 14 d after the last dose of a perpetrator drug.,Geometric mean ratio of the pharmacokinetic parameter (AUC0-t) of KW-6356 in combination with or without a perpetrator drug; Geometric mean ratio of the major pharmacokinetic parameters (Cmax) of KW-6356 in combination with or without a perpetrator drug; Geometric mean ratio of the major pharmacokinetic parameters (AUC0-∞) of KW-6356 in combination with or without a perpetrator drug; Pharmacokinetic parameters (tmax) of KW-6356; Pharmacokinetic parameters (CL/F) of KW-6356; Pharmacokinetic parameters (Vz/F) of KW-6356; Pharmacokinetic parameters (t1/2) of KW-6356; Plasma concentrations of a perpetrator drug; Incidence of treatment-emergent adverse events,,2019,2019; Completed,,,
,NCT01287221,P3,MSA,100,"baseline, 12 m","Change in the COMPASS-Select-Change Scale From Baseline to 12 Months; Change From Baseline to 12 Months in the COMPASS-Select Scale; Rate of Change From Baseline to 12 Months in Total UMSARS (i.e., UMSARS Part I Minus Question 11 + UMSARS Part II) Using Slope Estimate; Change From Baseline to 12 Months in Total UMSARS (i.e., UMSARS Part I Minus Question 11 + UMSARS Part II); Change From Baseline to 12 Months in UMSARS Part II; Change From Baseline to 12 Months in UMSARS Part I Score (Minus Question 11); Rate of Change From Baseline to 12 Months in the Total Unified Multiple System Atrophy Rating Scale (UMSARS) Part I Score (Minus Question 11)",,2011,2014; Terminated,,,
Ursodiol,NCT02967250,P1,PD,20,at 6 w of intervention,Change in ATP concentration; UDCA pharmacokinetics,,2016,2019; Not yet recruiting,,,
,NCT00877604,P2,ALS,34,1 year,"Survival Time From Starting of Study Medication Dosing (if Appropriate); Time to Tracheostomy From Starting of Study Medication Dosing (if Appropriate); SF-36 Quality of Life Rating Scale; Forced Vital Capacity (FVC) %; Medical Research Council Scores for Right and Left Muscle Groups; Incidence and Severity of Adverse Events, and Their Relationship to Treatment; ALSFRS-R at Study End; The Proportion of Responder Patients in the Two Treatment Groups According the Amyotrophic Lateral Sclerosis Functional Rating Scale (ALSFRS)-R Slope.",,2009,2014; Completed,,,
modafinil,NCT00626210,P4,AD,2,~1 month,Improvement of Daytime Alertness and Quality of Life.; Nocturnal Sleep Length at 1 Month,,2008,2019; Terminated,,,
,NCT00393562,N/A,PD,0,,Compare efficacy of the two agents in treating excessive daytime sleepiness at 4 and 8 weeks; Compare the safety profile of modafinil and methylphenidate,,2006,2015; Withdrawn,,,
Escitalopram,NCT01902004,P4,MCI,115,"Measured at 3, 6 m and 12 m",Number of Participants With Adverse Events; Change in Cognitive Domain Scores; Change in Montgomery Asberg Depression Rating Scale; Change in Hamilton Depression Rating Scale,,2013,2019; Completed,,,
,NCT03652870,P3,PD,408,"8, 26 and 52 Weeks",Capability; Depressive symptoms; Level of depression; Severity of depression; Number of patients suffering side effects; Number of participants suffering side effects; Overall clinical effectiveness; Anxiety symptoms; Self-rated health score; Health and social care resource; Changes in concomitant medication; Motor and non-motor experiences; Cognitive function; Levodopa equivalence dose; Number of drop outs; Carer's self-rated health score; Carer reported quality of life,,2018,2018; Not yet recruiting,,,
,NCT01119638,P4,AD,40,time to discontinuation for any reason,Change in total score on the NPI.; Time from initial treatment to the discontinuation of treatment for any reason.,,2010,2015; Completed,,,
HTL0018318,NCT03592862,P2,DLB,0,Baseline to 12 w,"Change from baseline in measures of cognitive impairment; Incidence and severity of treatment related adverse events; Change in systolic, diastolic blood pressure and heart rate; Change from baseline in measures of psychosis (i.e. hallucinations and delusions)",,2018,2019; Withdrawn,,,
,NCT03456349,P1,AD,60,Baseline to Day 28,"Treatment emergent adverse events (TEAEs), Safety and Tolerability",,2018,2018; Completed,,,
GAITRite,NCT02064543,,PD,24,one year,gait parameters,,2014,2019; Completed,,,delete
,NCT02574182,,MCI,70,One day,"Review and compare mapping cerebral activation in brain MRI; Review and compare mapping brain activation in healthy subjects and MCI MRI in imagination alone walking.; Study of differences in terms of activation of brain mapping; study of functional connectivity of sensorimotor cortex obtained by fMRI resting in the subject MCI.; study of the potential effects on muscle activation, and autonomic nervous system",,2015,2015; Unknown status,,,
Pioglitazone,NCT01931566,P3,AD,3494,Baseline and Month 48,"Change From Baseline in Instrumental Activities of Daily Living (Alzheimer's Disease Cooperative Study Activities of Daily Living - Prevention Instrument [ADCS ADL-PI]) Between Pioglitazone-treated and Placebo-treated Groups of the High-risk Stratum; Change From Baseline for Cognitive Decline on Composite Score on the Cognitive Test Battery for Pioglitazone-treated Participants Versus Placebo-treated Participants in the High-risk Stratum; Time to Diagnosis of MCI Due to AD for Pioglitazone-treated, High-risk, Non-Hispanic/Latino Caucasian Participants Versus Placebo-treated, High-risk, Non-Hispanic/Latino, Caucasian Participants; Time to Diagnosis of Mild Cognitive Impairment Due to Alzheimer's Disease (MCI-AD) for Placebo-treated, High-risk, Non-Hispanic/Latino Caucasian Participants Versus Placebo-treated, Low-risk, Non-Hispanic/Latino Caucasian Participants",,2013,2019; Terminated,,,
,NCT02284906,P3,AD,40,Day 1 and every 6 m (up to maximum of 36 m),Time to Diagnosis of Alzheimer's Disease (AD) Dementia; Change From Extension Study Baseline in Composite Score of a Broad Cognitive Test Battery at Month 24,,2014,2019; Terminated,,,
,NCT00736996,P2,MCI,78,Baseline to 6 m,Change in Peak Oxygen Uptake (VO2 Peak); Change in Insulin Resistance; Change in Cognitive Performance,,2008,2016; Completed,,,
,NCT01280123,P2,PD,210,44 w,Change in the 15-item Geriatric Depression Scale (GDS-15)From Baseline to 44 Weeks; Change in the Mattis Dementia Rating Scale (DRS-2)From Baseline to 44 Weeks; Change in Parkinson's Disease Questionnaire (PDQ-39) From Baseline to 44 Weeks; Change in Schwab and England Scale From Baseline to 44 Weeks; Change in Ambulatory Capacity From Baseline to 44 Weeks; Change in Total Unified Parkinson's Disease Rating Scale (UPDRS) Score From Baseline to 44 Weeks,,2011,2015; Completed,,,
Tasmar,NCT00604591,P2,FTDLD,28,To complete over the next 3 years.,Reaction time on the most difficult N-back condition that the patients can successfully perform.; A difference in the normalized BOLD signal intensity between subjects on placebo vs. tolcapone.,,2008,2019; Completed,,,
,NCT00906828,P4,PD,10,3 d,Difference in coefficient of variation of levodopa in plasma between baseline (day 1) and each of the days on COMT inhibitors.; Difference in Treatment Response Scale between the treatments.,,2009,2010; Completed,,,
GM608,NCT01850381,P2,PD,6,12 w,"The change from the mean total UPDRS score of the combined screening and baseline visits to the total UPDRS score at the Week-12 visit, comparing treated with placebo.Compare safety and tolerability with placebo.; Change in total UPDRS between the mean screening-baseline visits and end of Week 2 (at visit 6 after dosing), and week 6, comparing the two arms of the study encompassing the entire cohort of 6 subjects.; Change in UPDRS sub-scores (Mental, Activities of Daily Living, Motor) between the mean screening-baseline visits and ends of Week 2 (at visit 6 after dosing), 6, and 12, comparing the two arms of the study encompassing the entire cohort of 6 subjects.; Time to the development of sufficient disability to require a change in symptomatic therapy.; Proportion of subjects requiring additional symptomatic treatment due to disability.; Change in Schwab & England ADL (activity of daily living) score from baseline to Week 2 (at visit 6 after dosing), 6, or 12.; Change in Hoehn & Yahr score (H&Y), Beck Depression Inventory (BDI), and Montreal Cognitive Assessment (MOCA) scores from baseline to Week 2 (at visit 6 after dosing), 6, or 12.; Secondary analyses will consider a comparison of slopes using a mixed-model approach with treatment as a fixed effect and subject-specific slopes as a random effect.",,2013,2019; Completed,,,
,NCT01854294,P2,ALS,12,"Symptom onset, baseline, week 2, week 6, week 12","Efficacy by percent change in biomarker in th CSF at week 12 from baseline; Safety by measuring 1. adverse event frequency and severity, changes in vital signs, clinical laboratory values. 2. Serious adverse event frequency; Tolerability by measuring the ability to complete the first 2 weeks of active treatment in the study; ALSFRS-R (Amyotrophic Laeral Sclerosis Functional Rating Scale - Revised); Forced Vital Capacity (FVC); Time Up and Go (TUG); muscle strength; Biomarker in blood; Mortality rate; comparison of slopes (change in the rate of decline)of disease progression; stratification of patients by symptoms",,2013,2019; Completed,,,
GM604,NCT01850381,P2,PD,6,12 w,"The change from the mean total UPDRS score of the combined screening and baseline visits to the total UPDRS score at the Week-12 visit, comparing treated with placebo.Compare safety and tolerability with placebo.; Change in total UPDRS between the mean screening-baseline visits and end of Week 2 (at visit 6 after dosing), and week 6, comparing the two arms of the study encompassing the entire cohort of 6 subjects.; Change in UPDRS sub-scores (Mental, Activities of Daily Living, Motor) between the mean screening-baseline visits and ends of Week 2 (at visit 6 after dosing), 6, and 12, comparing the two arms of the study encompassing the entire cohort of 6 subjects.; Time to the development of sufficient disability to require a change in symptomatic therapy.; Proportion of subjects requiring additional symptomatic treatment due to disability.; Change in Schwab & England ADL (activity of daily living) score from baseline to Week 2 (at visit 6 after dosing), 6, or 12.; Change in Hoehn & Yahr score (H&Y), Beck Depression Inventory (BDI), and Montreal Cognitive Assessment (MOCA) scores from baseline to Week 2 (at visit 6 after dosing), 6, or 12.; Secondary analyses will consider a comparison of slopes using a mixed-model approach with treatment as a fixed effect and subject-specific slopes as a random effect.",,2013,2019; Completed,,,
,NCT01854294,P2,ALS,12,"Symptom onset, baseline, week 2, week 6, week 12","Efficacy by percent change in biomarker in th CSF at week 12 from baseline; Safety by measuring 1. adverse event frequency and severity, changes in vital signs, clinical laboratory values. 2. Serious adverse event frequency; Tolerability by measuring the ability to complete the first 2 weeks of active treatment in the study; ALSFRS-R (Amyotrophic Laeral Sclerosis Functional Rating Scale - Revised); Forced Vital Capacity (FVC); Time Up and Go (TUG); muscle strength; Biomarker in blood; Mortality rate; comparison of slopes (change in the rate of decline)of disease progression; stratification of patients by symptoms",,2013,2019; Completed,,,
GM6,NCT01850381,P2,PD,6,12 w,"The change from the mean total UPDRS score of the combined screening and baseline visits to the total UPDRS score at the Week-12 visit, comparing treated with placebo.Compare safety and tolerability with placebo.; Change in total UPDRS between the mean screening-baseline visits and end of Week 2 (at visit 6 after dosing), and week 6, comparing the two arms of the study encompassing the entire cohort of 6 subjects.; Change in UPDRS sub-scores (Mental, Activities of Daily Living, Motor) between the mean screening-baseline visits and ends of Week 2 (at visit 6 after dosing), 6, and 12, comparing the two arms of the study encompassing the entire cohort of 6 subjects.; Time to the development of sufficient disability to require a change in symptomatic therapy.; Proportion of subjects requiring additional symptomatic treatment due to disability.; Change in Schwab & England ADL (activity of daily living) score from baseline to Week 2 (at visit 6 after dosing), 6, or 12.; Change in Hoehn & Yahr score (H&Y), Beck Depression Inventory (BDI), and Montreal Cognitive Assessment (MOCA) scores from baseline to Week 2 (at visit 6 after dosing), 6, or 12.; Secondary analyses will consider a comparison of slopes using a mixed-model approach with treatment as a fixed effect and subject-specific slopes as a random effect.",,2013,2019; Completed,,,
