Table 9.  All Intervention Matches in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,,
,NCT00321854,P4,PD,535,Month 6,Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 6; Clinically Significant Abnormalities in Vital Signs; Clinically Significant Abnormalities in Clinical Laboratory Measurements - Substrates; Clinically Significant Abnormalities in Clinical Laboratory Measurements - Enzymes; Clinically Significant Abnormalities in Clinical Laboratory Measurements - Haematology and Electrolytes; Percentage Change From Baseline in the Striatum Uptake at Month 15; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 15; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 12; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 9; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 6; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Buying at Month 1; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 15; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 12; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 9; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 6; Modified Minnesota Disorders Interview (MMIDI) for Compulsive Sexual Behaviour at Month 1; Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 15; Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 12; Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 9; Modified Minnesota Disorders Interview (MMIDI) Risk of Gambling at Month 1; Change From Baseline in the European Quality of Life Visual Analogue Scale (EUROQOL (EQ) VAS) Score at Month 9; Change From Baseline in the European Quality of Life Visual Analogue Scale (EUROQOL (EQ) VAS) Score at Month 15; Change From Baseline in the European Quality of Life Scale (EUROQOL (EQ)-5D) Overall Index Score at Month 9; Change From Baseline in the European Quality of Life Scale (EUROQOL (EQ)-5D) Overall Index Score at Month 15; Change From Baseline in the Parkinson's Disease Questionnaire-39 (PDQ-39) Overall Index Score at Month 9; Change From Baseline in the Parkinson's Disease Questionnaire-39 (PDQ-39) Overall Index Score at Month 15; Change From Baseline in the Beck Depression Inventory-Version 1A (BDI-IA) Total Score at Month 3; Change From Baseline in the Beck Depression Inventory-Version 1A (BDI-IA) Total Score at Month 6; Change From Baseline in the Beck Depression Inventory-Version 1A (BDI-IA) Total Score at Month 9; Change From Baseline in the Beck Depression Inventory-Version 1A (BDI-IA) Total Score at Month 15; Change From Baseline in Blinded Rater Assessment of Clinical Global Impressions of Severity of Illness (CGI-S) Category at Month 15; Number of Responders Using the Blinded Rater Assessment of Clinical Global Impressions of Global Improvement (CGI-I) Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Part I Total Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Part I Total Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Part I Total Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Part I Total Score at Month 15; Change From Baseline in the Blinded Rater UPDRS Part I Total Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Part II Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Part II Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Part II Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Part II Score at Month 15; Change From Baseline in the Blinded Rater UPDRS Part II Total Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Part III Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Part III Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Part III Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Part III Score at Month 15; Change From Baseline in the Blinded Rater UPDRS Part III Total Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Parts II+III Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Parts II+III Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Parts II+III Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Parts II+III Score at Month 15; Change From Baseline in the Blinded Rater UPDRS Parts II+III Total Score at Month 15; Change From Baseline in the Investigator Rated UPDRS Total Score at Month 3; Change From Baseline in the Investigator Rated UPDRS Total Score at Month 6; Change From Baseline in the Investigator Rated UPDRS Total Score at Month 9; Change From Baseline in the Investigator Rated UPDRS Total Score at Month 15; Change From Baseline in the Blinded Rater Unified Parkinson's Disease Rating Scale (UPDRS) Total Score at Month 15,,2006,2014; Completed,,,,
,NCT01361009,,PD,2017,12 w,The Dosage Related Information of Pramipexole at the End of Study; The Dosage Related Information of Pramipexole at Baseline; Patient Global Impression(PGI) at Visit 1(Baseline) and Visit 3(at the End of Study); Incidence of AE/SAE,,2011,2014; Completed,,,,
,NCT00903838,P2,PD,37,16 w,"Change from baseline to endpoint in ON-time without dyskinesia; Change from baseline in ON-time with (troublesome) dyskinesia; OFF-time; UDysRS, UPDRS (part II + III during ON and OFF state) and Part 4",,2009,2011; Terminated,,,,
entacapone,NCT02994719,,"HD, CBD, MSA, PSP, PD",120,"through study completion, an average of 1 year",Gait speed; Swing duration; Stance duration; Cadence; Stride length,,2016,"2020; Active, not recruiting",,,drug,
,NCT03103399,P2,PD,254,8 w,"Change from baseline in absolute ""off"" time (time with poor mobility or complete immobility) at Visit V7; Proportion of ""off"" time responders; Proportion of ""on"" time responders",,2017,2017; Completed,,,,
,NCT00373087,P4,PD,60,at the end of the study during the last hospitalization,L-dopa efficacy duration on UPDRS motor scale during an acute L-dopa test; Pharmacokinetics of L-dopa and its metabolites,,2006,2010; Completed,,,,
,NCT00906828,P4,PD,10,3 d,Difference in coefficient of variation of levodopa in plasma between baseline (day 1) and each of the days on COMT inhibitors.; Difference in Treatment Response Scale between the treatments.,,2009,2010; Completed,,,,
tolcapone,NCT02994719,,"HD, CBD, MSA, PSP, PD",120,"through study completion, an average of 1 year",Gait speed; Swing duration; Stance duration; Cadence; Stride length,,2016,"2020; Active, not recruiting",,,drug,
,NCT00906828,P4,PD,10,3 d,Difference in coefficient of variation of levodopa in plasma between baseline (day 1) and each of the days on COMT inhibitors.; Difference in Treatment Response Scale between the treatments.,,2009,2010; Completed,,,,
FUS,NCT02246374,N/A,PD,7,Baseline to 12-m post treatment,Incidence and severity of adverse events; Mean change in MDS-UPDRS Part III scores; Long Term Adverse Events Profile; Mean change in MDS-UPDRS total score; Mean change in MDS-UPDRS Part IV scores,,2014,"2020; Active, not recruiting",,,device,
,NCT02252380,N/A,"HD, PD",10,At the time of ExAblate procedure,Severity of Device and Procedure Related Complications,,2014,"2020; Active, not recruiting",,,,
,NCT02263885,N/A,PD,20,At the time of Exablate transcranial procedure,Severity of Device and Procedure related complications,,2014,"2020; Active, not recruiting",,,,
Hypnosis,NCT04368572,N/A,AD,60,1 day,Self-reported pain during the lumbar puncture; Pain assessed by the physician during the lumbar puncture using Algoplus© score; Assessment of anxiety during the lumbar puncture according a visual analogue scale; Assessment of anxiety during the lumbar puncture according a numeric scale; Assessment of anxiety during the lumbar puncture by monitoring the heart rate; Assessment of anxiety during the lumbar punctureby monitoring the Galvanic Skin Response,,2020,2020; Recruiting,,,delete,behav
,NCT03074422,N/A,PD,22,2 years,Effect on pain; Effect on the stress perceived during the procedure; Effect on the incidence of post-traumatic stress disorder,,2017,2018; Unknown status,,,,
,NCT01435551,,AD,,,,,2011,2016; No longer available,,,,
Rehabilitation,NCT03427762,N/A,PD,3,5 w,Postural instability; quality of life; balance test; mobility test; depression scale,,2018,2020; Completed,,,behav,
,NCT04135924,N/A,PD,40,8 w,Measurement of lipid peroxidation; Respiratory function,,2019,2019; Recruiting,,,,
,NCT01504009,N/A,ALS,6,24 month,"Improved muscle strength; Physical, social and mental quality of life",,2012,2016; Completed,,,,
RVT-101 35 mg,NCT02910102,P2,"DLB, AD, PD",38,"Baseline, 2 w",Change in Gait Measurements (cm/Sec) Under Dual Task Condition From Baseline to the End of Each Double-blind Treatment Period Based on Computerized Gait Assessment Tools.; Change From Baseline in Gait Speed (cm/Sec) Measurements From Baseline to the End of Each Double-blind Treatment Period Based on Computerized Gait Assessment Tools.,,2016,2020; Completed,,,drug,
,NCT02669433,P2,DLB,484,Change from Baseline at 24 w,Clinician's Interview-Based Impression of Change Plus Caregiver Input (CIBIC+) Change From Baseline at Week 24; Alzheimer's Disease Assessment Scale - Cognitive Subscale 11 Items (ADAS-Cog-11) Change From Baseline at Week 24; Unified Parkinson's Disease Rating Scale-Part III (UPDRS-III) Change From Baseline at Week 24,,2016,2019; Completed,,,,
,NCT02928445,P2/P3,DLB,240,24 w,"Incidence of adverse events and changes in physical examinations, vital sign measurements, electrocardiograms (ECGs), and clinical laboratory assessments",,2016,2018; Terminated,,,,
Rivastigmine transdermal patch,NCT03840837,P4,PD,100,Data analysis will be completed within 6 m of completing study enrollment.,Timed-Up-and-Go (TUG) duration [s]; NeuroTrax Executive Function score,,2019,2020; Recruiting,,,drug,
,NCT00731224,P4,AD,380,During 24 w,"Proportion of patients who can reach the target rivastigmine patch size of 10 cm2 and stay on it for at least 8 weeks.; Mini-Mental State Examination (MMSE), Alzheimer's Disease Cooperative Study - Activities of Daily Living (ADCS-ADL), Global Deterioration Scale (GDS), caregiver burden (Zarit Burden Interview).; Patient compliance (drug accounting)",,2008,2017; Completed,,,,
,NCT01529619,P4,AD,52,Week 24,"Change From Baseline in the Alzheimer's Disease Assessment Scale - Japan Cognitive Subscale (ADAS-J cog); Adverse Events, Serious Adverse Events, Adverse event leading to discontinuation of study drug; Change From Baseline in Disability Assessment for Dementia (DAD); Change From Baseline in Mini-Mental State Examination (MMSE); Change From Baseline in Japanese version of the Clinical global impression of change (J-CGIC); Change From Baseline in Modified Crichton Scale; Formulation usability questionnaire",,2012,2016; Completed,,,,
,NCT00423085,P3,AD,859,Extension Phase Baseline and Week 52 of extension phase,Extension Phase: Change From Extension Phase Baseline to End of Extension in Modified Crichton Scale; Extension Phase: Change From Extension Phase Baseline to End of Extension in CIBIC Plus-J Score Disability Assessment for Dementia (DAD); Extension Phase: Change From Extension Phase Baseline to End of Extension in Mini-Mental State Examination (MMSE); Change From Baseline in Mini-Mental State Examination (MMSE); Change From Baseline in CIBIC Plus-J Score Mental Function Impairment Scale (MENFIS); Change From Baseline in CIBIC Plus-J Score Behavioral Pathology in Alzheimer's Disease Rating Scale (Behave-AD); Change From Baseline in CIBIC Plus-J Score Disability Assessment for Dementia (DAD); Overall Clinical Rating of Change From Baseline to Week 24 Measured by the Clinician's Interview-Based Impression of Change Plus - Japan (CIBIC Plus-J); Change From Baseline in the Alzheimer's Disease Assessment Scale - Japan Cognitive Subscale (ADAS-J Cog),,2007,2014; Completed,,,,
,NCT00623103,P3,PD,583,"From Baseline to Week 8, 16, 24, 52 and 76 (or early discontinuation)","UPDRS Part V Stage (Modified Hoehn and Yahr Staging)at Baseline, Week 8,16,24,52 and 76 (or Early Discontinuation); Change in Alzheimer's Disease Cooperative Study-Activities Of Daily Living (ADCS-ADL) Scores at Weeks 16, 24, 52 and 76 (or Early Discontinuation) Compared to Baseline; Change in Neuropsychiatric Inventory-10 (NPI-10) Scores at Weeks 16, 24, 52 and 76 (or Early Discontinuation) Compared to Baseline; Change in Ten Point Clock Test (TPCT) Scores at Weeks 16, 24, 52 and 76 (or Early Discontinuation) Compared to Baseline; Change in Mattis Dementia Rating Scale (Mattis DRS-2) Scores at Weeks 16, 24, 52 and 76 Compared to Baseline; Change in Unified Parkinson Disease Rating Scale (UPDRS) Part III Motor Examination Scores at Weeks 8, 16, 24, 52 and 76 (or Early Discontinuation) Compared to Baseline; Percentage of Participants With Study Drug Discontinuations Due to Predefined AEs That Are Due, or Potentially Due, to Worsening of PD Motor Symptoms (Tremor, Muscle Rigidity, Bradykinesia, Fall); Percentage of Participants With Adverse Events (AEs) Due, or Potentially Due, to Worsening of Parkinson Disease (PD) Motor Symptoms (Tremor, Muscle Rigidity, Bradykinesia, Fall)",,2008,2011; Completed,,,,
,NCT00622713,P4,AD,228,Baseline to week 24,Mean Change From Baseline to Week 24 in the Mini-Zarit Inventory Score; Mean Change From Baseline to Week 24 in the Mini-Mental State Examination (MMSE) Score; Mean Change From Baseline to Week 24 in the 4-item Instrumental Activities of Daily Living (4-IADL) Score; Clinical Global Impression of Change (CGI-C) by Physician; Percentage of Patients Who Achieved and Maintained the Maximum Dose of 10 cm^2 Rivastigmine Patch for at Least 8 Weeks During 24 Weeks Study,,2008,2011; Completed,,,,
,NCT01025466,P4,AD,206,from baseline to end-point,Change from baseline at week 16 in Frontal Assessment Battery; Retention rate at week 16 after randomization; Change from baseline at week 16 in Alzheimer's Disease Assessment Scale-Cognitive subscale; Change from baseline at week 16 in Mini-Mental State Examination; Change from baseline at week 16 in Alzheimer's Disease Cooperative Study - Activities of Daily Living; Change from baseline at week 16 in Caregiver-Administered Neuropsychiatric Inventory; Change from baseline at week 16 in Cohen Mansfield Agitation Inventory; Change from baseline at week 16 in Clinical Dementia Rating Scale-Sum of Boxes; Safety,,2009,2010; Completed,,,,
TPI-287 6.3 mg/m2,NCT02133846,P1,"CBD, PSP",44,Screening and 2 Weeks after last infusion,CSF biomarkers; Maximum tolerated dose of TPI-287 in patients with primary 4RT; CBS or PSP.; TPI-287 levels in blood plasma and cerebrospinal fluid; Brain MRI scan; Degree of disability; Cognition; Behavior,,2014,2020; Completed,,,drug,
,NCT01966666,P1,AD,29,up to 20 w post initial dosing,Maximum tolerated dose of TPI-287; TPI-287 levels in blood plasma and cerebrospinal fluid; CSF biomarkers of Alzheimer's disease; Brain MRI scan; Cognition; Degree of disability; Behavior; Number of participants with adverse events as a measure of safety and tolerability of extended administration of TPI-287,,2013,2020; Completed,,,,
TPI-287 20 mg/m2,NCT02133846,P1,"CBD, PSP",44,Screening and 2 Weeks after last infusion,CSF biomarkers; Maximum tolerated dose of TPI-287 in patients with primary 4RT; CBS or PSP.; TPI-287 levels in blood plasma and cerebrospinal fluid; Brain MRI scan; Degree of disability; Cognition; Behavior,,2014,2020; Completed,,,drug,
,NCT01966666,P1,AD,29,up to 20 w post initial dosing,Maximum tolerated dose of TPI-287; TPI-287 levels in blood plasma and cerebrospinal fluid; CSF biomarkers of Alzheimer's disease; Brain MRI scan; Cognition; Degree of disability; Behavior; Number of participants with adverse events as a measure of safety and tolerability of extended administration of TPI-287,,2013,2020; Completed,,,,
Olanzapine,NCT04341467,N/A,AD,76,"baseline, Week 2,4, and 8",Changes of neuropsychiatric inventory（NPI）scores; Changes of Clinical global impression-Severity of Illness (CGI-SI) score; Changes of Clinical global impression- global improvement (CGI-GI); Changes of Mini-Mental State Examination(MMSE) scores.; Changes of Caregiver Burden Inventory (CBI) scores; Treatment Emergent Symptom Scale (TESS); Rating scale for extrapyramidal side effects (RSESE); Abnormal Involuntary Movement Scale (AIMS),,2020,2020; Not yet recruiting,,,drug,
,NCT00245206,P4,AD,406,"Measured at baseline, Week 6, Week 12, Week 24, Week 36, Week 48, Week 60, Week 72, Week 84, Week 96","Change in Body Mass Index; Change in Fasting Plasma Glucose (FPG); Change in LDL cholesterol, HDL cholesterol, and triglycerides",,2005,2018; Completed,,,,
,NCT00632645,P3,HD,180,"at 3, 6, 9 and 12 month",the Independence scale; motor scale; Psychiatric scale; cognitive function scale; metabolic parameters; tolerance; cost; Function scale (TFC and Functionnal Appreciation Scale),,2008,2018; Completed,,,,
